timestamp,request_id,client_country,service,endpoint,entity_type,entity_value,status_code,processing_time_ms,event_type
2026-07-09T21:30:58.668Z,req_023075,Germany,stadium-service,/api/stadiums,stadium,Seattle Stadium,200,39,stadium_lookup
2026-07-09T21:30:58.671Z,req_023076,Iran,match-service,/api/matches,match_day,2026-06-25,200,41,match_lookup
2026-07-09T21:30:58.671Z,req_023084,Germany,stadium-service,/api/stadiums,stadium,BC Place Vancouver,200,17,stadium_lookup
2026-07-09T21:30:58.675Z,req_023090,Japan,team-service,/api/teams,team,Japan,200,4,team_lookup
2026-07-09T21:30:58.682Z,req_023085,Germany,team-service,/api/teams,team,Saudi Arabia,200,27,team_lookup
2026-07-09T21:30:58.683Z,req_022906,USA,stadium-service,/api/stadiums,city,Dallas,200,521,stadium_lookup
2026-07-09T21:30:58.683Z,req_023087,Iran,team-service,/api/teams,team,Switzerland,200,18,team_lookup
2026-07-09T21:30:58.683Z,req_023094,Iran,team-service,/api/teams,team,Portugal,200,4,team_lookup
2026-07-09T21:30:58.684Z,req_022843,Brazil,match-service,/api/matches,match_day,2026-07-19,200,730,match_lookup
2026-07-09T21:30:58.689Z,req_023086,Iran,team-service,/api/teams,team,Argentina,200,31,team_lookup
2026-07-09T21:30:58.690Z,req_023093,France,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,200,14,stadium_lookup
2026-07-09T21:30:58.697Z,req_023097,USA,match-service,/api/matches,match_day,2026-06-12,200,9,match_lookup
2026-07-09T21:30:58.697Z,req_023098,France,team-service,/api/teams,team,France,200,3,team_lookup
2026-07-09T21:30:58.701Z,req_023088,Argentina,match-service,/api/matches,match_day,2026-06-25,200,34,match_lookup
2026-07-09T21:30:58.705Z,req_023101,Iran,team-service,/api/teams,team,Argentina,200,8,team_lookup
2026-07-09T21:30:58.706Z,req_023091,Iran,team-service,/api/teams,team,Iran,200,33,team_lookup
2026-07-09T21:30:58.708Z,req_023089,Mexico,team-service,/api/teams,team,Mexico,200,38,team_lookup
2026-07-09T21:30:58.713Z,req_022736,Iran,stadium-service,/api/stadiums,stadium,Miami Stadium,200,1038,stadium_lookup
2026-07-09T21:30:58.713Z,req_023095,USA,team-service,/api/teams,team,Mexico,200,22,team_lookup
2026-07-09T21:30:58.713Z,req_023096,Germany,team-service,/api/teams,team,Germany,200,23,team_lookup
2026-07-09T21:30:58.713Z,req_023103,Iran,team-service,/api/teams,team,Argentina,200,10,team_lookup
2026-07-09T21:30:58.714Z,req_023100,USA,team-service,/api/teams,team,USA,200,18,team_lookup
2026-07-09T21:30:58.716Z,req_022766,Iran,team-service,/api/teams,team,Netherlands,200,963,team_lookup
2026-07-09T21:30:58.717Z,req_023092,Brazil,match-service,/api/matches,match_day,2026-06-25,200,42,match_lookup
2026-07-09T21:30:58.722Z,req_023104,Japan,team-service,/api/teams,team,Croatia,500,17,team_lookup
2026-07-09T21:30:58.726Z,req_023102,Japan,team-service,/api/teams,team,Japan,200,23,team_lookup
2026-07-09T21:30:58.731Z,req_023099,Iran,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,200,38,stadium_lookup
2026-07-09T21:30:58.735Z,req_023106,Mexico,team-service,/api/teams,team,Argentina,200,24,team_lookup
2026-07-09T21:30:58.740Z,req_023108,Morocco,match-service,/api/matches,match_day,2026-06-15,200,24,match_lookup
2026-07-09T21:30:58.741Z,req_023111,Brazil,match-service,/api/matches,match_day,2026-06-19,200,21,match_lookup
2026-07-09T21:30:58.743Z,req_023107,Spain,team-service,/api/teams,team,Colombia,200,31,team_lookup
2026-07-09T21:30:58.745Z,req_023110,Germany,match-service,/api/matches,match_day,2026-06-25,200,26,match_lookup
2026-07-09T21:30:58.747Z,req_023105,USA,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,200,38,stadium_lookup
2026-07-09T21:30:58.747Z,req_023113,Iran,team-service,/api/teams,team,Canada,200,24,team_lookup
2026-07-09T21:30:58.747Z,req_023117,Germany,team-service,/api/teams,team,Croatia,200,12,team_lookup
2026-07-09T21:30:58.749Z,req_022717,USA,match-service,/api/matches,match_day,2026-07-06,200,1144,match_lookup
2026-07-09T21:30:58.750Z,req_022868,Iran,match-service,/api/matches,match_day,2026-06-22,200,715,match_lookup
2026-07-09T21:30:58.750Z,req_023119,Argentina,match-service,/api/matches,match_day,2026-06-18,200,6,match_lookup
2026-07-09T21:30:58.751Z,req_023116,Iran,stadium-service,/api/stadiums,stadium,Dallas Stadium,200,22,stadium_lookup
2026-07-09T21:30:58.754Z,req_023109,Brazil,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,200,36,stadium_lookup
2026-07-09T21:30:58.758Z,req_023112,France,team-service,/api/teams,team,France,200,32,team_lookup
2026-07-09T21:30:58.764Z,req_023114,Japan,match-service,/api/matches,match_day,2026-06-25,200,40,match_lookup
2026-07-09T21:30:58.766Z,req_023118,Iran,stadium-service,/api/stadiums,stadium,Kansas City Stadium,200,27,stadium_lookup
2026-07-09T21:30:58.767Z,req_023127,Brazil,team-service,/api/teams,team,Brazil,200,10,team_lookup
2026-07-09T21:30:58.769Z,req_023120,Germany,match-service,/api/matches,match_day,2026-06-29,200,23,match_lookup
2026-07-09T21:30:58.772Z,req_023115,Japan,match-service,/api/matches,match_day,,400,45,match_lookup
2026-07-09T21:30:58.772Z,req_023128,Germany,team-service,/api/teams,team,Argentina,200,12,team_lookup
2026-07-09T21:30:58.778Z,req_023122,Japan,team-service,/api/teams,team,Argentina,200,30,team_lookup
2026-07-09T21:30:58.780Z,req_023123,Morocco,match-service,/api/matches,match_day,2026-06-25,200,29,match_lookup
2026-07-09T21:30:58.780Z,req_023124,Iran,team-service,/api/teams,team,Argentina,200,27,team_lookup
2026-07-09T21:30:58.782Z,req_023125,Germany,match-service,/api/matches,match_day,2026-07-04,200,28,match_lookup
2026-07-09T21:30:58.786Z,req_023121,Spain,team-service,/api/teams,team,Spain,200,39,team_lookup
2026-07-09T21:30:58.787Z,req_023130,Argentina,team-service,/api/teams,team,Argentina,200,25,team_lookup
2026-07-09T21:30:58.796Z,req_023140,Iran,stadium-service,/api/stadiums,stadium,Wembley Stadium,404,10,stadium_lookup
2026-07-09T21:30:58.797Z,req_023136,Argentina,team-service,/api/teams,team,Germany,500,21,team_lookup
2026-07-09T21:30:58.800Z,req_023129,Iran,team-service,/api/teams,team,Argentina,200,39,team_lookup
2026-07-09T21:30:58.800Z,req_023142,France,team-service,/api/teams,team,Italy,200,11,team_lookup
2026-07-09T21:30:58.801Z,req_023131,Spain,team-service,/api/teams,team,Argentina,200,37,team_lookup
2026-07-09T21:30:58.801Z,req_023134,Iran,stadium-service,/api/stadiums,stadium,Old Trafford,404,29,stadium_lookup
2026-07-09T21:30:58.801Z,req_023137,Iran,team-service,/api/teams,team,Argentina,200,24,team_lookup
2026-07-09T21:30:58.804Z,req_023132,Iran,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,200,36,stadium_lookup
2026-07-09T21:30:58.809Z,req_023133,Iran,stadium-service,/api/stadiums,stadium,BC Place Vancouver,200,39,stadium_lookup
2026-07-09T21:30:58.813Z,req_023146,USA,team-service,/api/teams,team,Croatia,200,9,team_lookup
2026-07-09T21:30:58.815Z,req_023144,USA,team-service,/api/teams,team,Argentina,200,12,team_lookup
2026-07-09T21:30:58.817Z,req_023135,USA,stadium-service,/api/stadiums,stadium,Seattle Stadium,200,44,stadium_lookup
2026-07-09T21:30:58.819Z,req_023141,Germany,match-service,/api/matches,match_day,2026-06-25,200,31,match_lookup
2026-07-09T21:30:58.819Z,req_023145,Mexico,team-service,/api/teams,team,Germany,200,15,team_lookup
2026-07-09T21:30:58.821Z,req_023139,USA,team-service,/api/teams,team,USA,200,37,team_lookup
2026-07-09T21:30:58.826Z,req_022776,USA,match-service,/api/matches,match_day,2026-07-04,200,1049,match_lookup
2026-07-09T21:30:58.826Z,req_023138,Brazil,stadium-service,/api/stadiums,stadium,Seattle Stadium,200,44,stadium_lookup
2026-07-09T21:30:58.829Z,req_023147,France,match-service,/api/matches,match_day,2026-06-22,200,19,match_lookup
2026-07-09T21:30:58.831Z,req_023154,Germany,team-service,/api/teams,team,Italy,200,12,team_lookup
2026-07-09T21:30:58.841Z,req_023160,Germany,team-service,/api/teams,team,France,500,9,team_lookup
2026-07-09T21:30:58.843Z,req_023162,Mexico,stadium-service,/api/stadiums,stadium,Guadalajara Stadium,200,8,stadium_lookup
2026-07-09T21:30:58.846Z,req_023157,Brazil,team-service,/api/teams,team,Wakanda,404,22,team_lookup
2026-07-09T21:30:58.851Z,req_023151,USA,stadium-service,/api/stadiums,stadium,Monterrey Stadium,200,40,stadium_lookup
2026-07-09T21:30:58.854Z,req_023150,Argentina,match-service,/api/matches,match_day,2026-06-18,200,45,match_lookup
2026-07-09T21:30:58.854Z,req_023152,Spain,match-service,/api/matches,match_day,2026-06-28,200,41,match_lookup
2026-07-09T21:30:58.858Z,req_023155,France,match-service,/api/matches,match_day,2026-06-13,200,37,match_lookup
2026-07-09T21:30:58.859Z,req_023153,Brazil,stadium-service,/api/stadiums,stadium,Wembley Stadium,404,43,stadium_lookup
2026-07-09T21:30:58.859Z,req_023156,USA,stadium-service,/api/stadiums,stadium,San Francisco Bay Area Stadium,200,36,stadium_lookup
2026-07-09T21:30:58.860Z,req_023165,France,team-service,/api/teams,team,France,200,9,team_lookup
2026-07-09T21:30:58.861Z,req_023167,Argentina,stadium-service,/api/stadiums,stadium,Old Trafford,404,4,stadium_lookup
2026-07-09T21:30:58.868Z,req_023164,France,match-service,/api/matches,match_day,2026-07-19,500,20,match_lookup
2026-07-09T21:30:58.869Z,req_023168,USA,team-service,/api/teams,team,USA,200,10,team_lookup
2026-07-09T21:30:58.873Z,req_023158,Spain,match-service,/api/matches,match_day,2026-06-25,200,48,match_lookup
2026-07-09T21:30:58.873Z,req_023161,Germany,stadium-service,/api/stadiums,stadium,Boston Stadium,500,39,stadium_lookup
2026-07-09T21:30:58.873Z,req_023166,Iran,team-service,/api/teams,team,Genovia,404,18,team_lookup
2026-07-09T21:30:58.874Z,req_023169,Germany,match-service,/api/matches,match_day,2026-06-25,200,12,match_lookup
2026-07-09T21:30:58.879Z,req_022830,Canada,stadium-service,/api/stadiums,city,Vancouver,200,967,stadium_lookup
2026-07-09T21:30:58.880Z,req_023170,Iran,team-service,/api/teams,team,Uruguay,200,17,team_lookup
2026-07-09T21:30:58.881Z,req_022910,Japan,stadium-service,/api/stadiums,stadium,Toronto Stadium,200,712,stadium_lookup
2026-07-09T21:30:58.882Z,req_023176,Brazil,team-service,/api/teams,team,Brazil,200,4,team_lookup
2026-07-09T21:30:58.891Z,req_023180,Spain,stadium-service,/api/stadiums,stadium,Guadalajara Stadium,200,8,stadium_lookup
2026-07-09T21:30:58.892Z,req_023173,Iran,match-service,/api/matches,match_day,2026-06-19,500,25,match_lookup
2026-07-09T21:30:58.894Z,req_023171,Mexico,team-service,/api/teams,team,Australia,500,29,team_lookup
2026-07-09T21:30:58.895Z,req_023004,Iran,match-service,/api/matches,match_day,2026-07-14,200,472,match_lookup
2026-07-09T21:30:58.900Z,req_023183,Brazil,team-service,/api/teams,team,Mexico,200,13,team_lookup
2026-07-09T21:30:58.900Z,req_023184,Japan,match-service,/api/matches,match_day,2026-06-18,200,5,match_lookup
2026-07-09T21:30:58.902Z,req_023172,Iran,match-service,/api/matches,match_day,2026-06-25,200,36,match_lookup
2026-07-09T21:30:58.904Z,req_023174,Germany,team-service,/api/teams,team,Germany,200,32,team_lookup
2026-07-09T21:30:58.904Z,req_023177,Germany,team-service,/api/teams,team,Germany,200,27,team_lookup
2026-07-09T21:30:58.904Z,req_023179,Germany,team-service,/api/teams,team,Colombia,200,23,team_lookup
2026-07-09T21:30:58.911Z,req_023188,Argentina,team-service,/api/teams,team,Argentina,200,7,team_lookup
2026-07-09T21:30:58.916Z,req_023178,Iran,team-service,/api/teams,team,Argentina,200,37,team_lookup
2026-07-09T21:30:58.916Z,req_023181,Argentina,match-service,/api/matches,match_day,2026-06-12,200,32,match_lookup
2026-07-09T21:30:58.921Z,req_023182,Japan,team-service,/api/teams,team,Japan,200,35,team_lookup
2026-07-09T21:30:58.921Z,req_023187,Brazil,team-service,/api/teams,team,,400,21,team_lookup
2026-07-09T21:30:58.922Z,req_023185,Japan,team-service,/api/teams,team,Germany,200,25,team_lookup
2026-07-09T21:30:58.927Z,req_023194,Germany,match-service,/api/matches,match_day,2026-06-29,200,13,match_lookup
2026-07-09T21:30:58.931Z,req_023186,Spain,match-service,/api/matches,match_day,2026-06-18,200,31,match_lookup
2026-07-09T21:30:58.933Z,req_023000,Iran,stadium-service,/api/stadiums,stadium,Houston Stadium,200,521,stadium_lookup
2026-07-09T21:30:58.938Z,req_023191,Mexico,match-service,/api/matches,match_day,2026-06-19,200,26,match_lookup
2026-07-09T21:30:58.941Z,req_023193,Argentina,match-service,/api/matches,match_day,2026-06-25,200,30,match_lookup
2026-07-09T21:30:58.943Z,req_023202,USA,team-service,/api/teams,team,USA,200,6,team_lookup
2026-07-09T21:30:58.947Z,req_023199,Spain,stadium-service,/api/stadiums,stadium,Monterrey Stadium,200,20,stadium_lookup
2026-07-09T21:30:58.947Z,req_023204,France,team-service,/api/teams,team,England,200,3,team_lookup
2026-07-09T21:30:58.948Z,req_023195,Mexico,match-service,/api/matches,match_day,2026-06-25,200,26,match_lookup
2026-07-09T21:30:58.950Z,req_023200,Iran,team-service,/api/teams,team,Argentina,200,19,team_lookup
2026-07-09T21:30:58.955Z,req_023192,Brazil,match-service,/api/matches,match_day,2026-06-25,200,46,match_lookup
2026-07-09T21:30:58.963Z,req_023208,Germany,team-service,/api/teams,team,Italy,200,10,team_lookup
2026-07-09T21:30:58.964Z,req_023197,Germany,match-service,/api/matches,match_day,2026-06-25,200,40,match_lookup
2026-07-09T21:30:58.966Z,req_023203,Brazil,match-service,/api/matches,match_day,2026-06-19,200,23,match_lookup
2026-07-09T21:30:58.968Z,req_023210,Spain,match-service,/api/matches,match_day,2026-06-15,200,9,match_lookup
2026-07-09T21:30:58.972Z,req_023209,Japan,match-service,/api/matches,match_day,2026-06-15,200,16,match_lookup
2026-07-09T21:30:58.977Z,req_023205,Mexico,stadium-service,/api/stadiums,stadium,Wembley Stadium,404,31,stadium_lookup
2026-07-09T21:30:58.980Z,req_023201,USA,stadium-service,/api/stadiums,stadium,Mexico City Stadium,200,45,stadium_lookup
2026-07-09T21:30:58.981Z,req_023212,Brazil,match-service,/api/matches,match_day,2026-07-19,200,13,match_lookup
2026-07-09T21:30:58.987Z,req_023206,Argentina,team-service,/api/teams,team,Argentina,200,37,team_lookup
2026-07-09T21:30:58.989Z,req_023217,Argentina,team-service,/api/teams,team,Brazil,200,5,team_lookup
2026-07-09T21:30:58.992Z,req_023054,France,match-service,/api/matches,match_day,2026-06-12,200,422,match_lookup
2026-07-09T21:30:58.998Z,req_022859,Iran,stadium-service,/api/stadiums,stadium,Houston Stadium,200,1001,stadium_lookup
2026-07-09T21:30:58.998Z,req_023207,Argentina,match-service,/api/matches,match_day,2026-07-06,200,43,match_lookup
2026-07-09T21:30:59.001Z,req_023211,Germany,team-service,/api/teams,team,Portugal,200,34,team_lookup
2026-07-09T21:30:59.002Z,req_023214,Brazil,team-service,/api/teams,team,Nigeria,200,30,team_lookup
2026-07-09T21:30:59.008Z,req_023213,Iran,stadium-service,/api/stadiums,stadium,Monterrey Stadium,200,37,stadium_lookup
2026-07-09T21:30:59.010Z,req_023221,Iran,team-service,/api/teams,team,Argentina,200,15,team_lookup
2026-07-09T21:30:59.012Z,req_023216,Iran,match-service,/api/matches,match_day,2026-06-12,200,31,match_lookup
2026-07-09T21:30:59.019Z,req_023215,Spain,stadium-service,/api/stadiums,stadium,Miami Stadium,500,44,stadium_lookup
2026-07-09T21:30:59.020Z,req_023224,Japan,stadium-service,/api/stadiums,city,Houston,200,15,stadium_lookup
2026-07-09T21:30:59.022Z,req_023218,Argentina,match-service,/api/matches,match_day,2026-06-25,200,36,match_lookup
2026-07-09T21:30:59.030Z,req_023225,Iran,team-service,/api/teams,team,Argentina,200,23,team_lookup
2026-07-09T21:30:59.034Z,req_023222,Germany,team-service,/api/teams,team,El Dorado,404,33,team_lookup
2026-07-09T21:30:59.036Z,req_023219,Brazil,match-service,/api/matches,match_day,2026-06-25,200,45,match_lookup
2026-07-09T21:30:59.038Z,req_023232,USA,team-service,/api/teams,team,Atlantis,404,3,team_lookup
2026-07-09T21:30:59.042Z,req_023228,Mexico,team-service,/api/teams,team,Senegal,200,27,team_lookup
2026-07-09T21:30:59.045Z,req_023231,Argentina,stadium-service,/api/stadiums,stadium,Old Trafford,404,17,stadium_lookup
2026-07-09T21:30:59.047Z,req_023230,Argentina,team-service,/api/teams,team,Wakanda,404,21,team_lookup
2026-07-09T21:30:59.049Z,req_023227,Mexico,team-service,/api/teams,team,Mexico,200,35,team_lookup
2026-07-09T21:30:59.050Z,req_023226,USA,match-service,/api/matches,match_day,2026-06-28,200,38,match_lookup
2026-07-09T21:30:59.050Z,req_023234,Germany,team-service,/api/teams,team,Germany,200,10,team_lookup
2026-07-09T21:30:59.051Z,req_023223,Argentina,stadium-service,/api/stadiums,stadium,Guadalajara Stadium,200,47,stadium_lookup
2026-07-09T21:30:59.052Z,req_023236,USA,team-service,/api/teams,team,USA,200,6,team_lookup
2026-07-09T21:30:59.055Z,req_023233,Brazil,team-service,/api/teams,team,Brazil,200,18,team_lookup
2026-07-09T21:30:59.059Z,req_023229,Iran,match-service,/api/matches,match_day,2026-06-29,500,35,match_lookup
2026-07-09T21:30:59.064Z,req_023239,Germany,match-service,/api/matches,match_day,2026-06-12,200,11,match_lookup
2026-07-09T21:30:59.066Z,req_023238,Argentina,team-service,/api/teams,team,Argentina,200,16,team_lookup
2026-07-09T21:30:59.068Z,req_022913,France,team-service,/api/teams,team,Iran,200,894,team_lookup
2026-07-09T21:30:59.069Z,req_023010,Argentina,team-service,/api/teams,team,Senegal,200,635,team_lookup
2026-07-09T21:30:59.069Z,req_023241,Argentina,team-service,/api/teams,team,Argentina,200,14,team_lookup
2026-07-09T21:30:59.075Z,req_023244,Iran,stadium-service,/api/stadiums,stadium,San Francisco Bay Area Stadium,200,14,stadium_lookup
2026-07-09T21:30:59.078Z,req_023247,Argentina,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,200,8,stadium_lookup
2026-07-09T21:30:59.080Z,req_023240,Germany,team-service,/api/teams,team,Germany,200,22,team_lookup
2026-07-09T21:30:59.080Z,req_023248,Mexico,team-service,/api/teams,team,Mexico,200,9,team_lookup
2026-07-09T21:30:59.085Z,req_023237,Germany,team-service,/api/teams,team,Germany,200,37,team_lookup
2026-07-09T21:30:59.086Z,req_023242,Iran,stadium-service,/api/stadiums,stadium,Boston Stadium,200,29,stadium_lookup
2026-07-09T21:30:59.088Z,req_023245,Spain,match-service,/api/matches,match_day,2026-06-25,200,25,match_lookup
2026-07-09T21:30:59.093Z,req_023252,USA,team-service,/api/teams,team,USA,200,11,team_lookup
2026-07-09T21:30:59.097Z,req_023255,Iran,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,200,8,stadium_lookup
2026-07-09T21:30:59.105Z,req_023254,Iran,match-service,/api/matches,match_day,2026-06-29,500,20,match_lookup
2026-07-09T21:30:59.110Z,req_023251,France,stadium-service,/api/stadiums,stadium,Philadelphia Stadium,500,30,stadium_lookup
2026-07-09T21:30:59.112Z,req_023246,Iran,stadium-service,/api/stadiums,stadium,Boston Stadium,200,45,stadium_lookup
2026-07-09T21:30:59.116Z,req_023258,USA,stadium-service,/api/stadiums,stadium,,400,19,stadium_lookup
2026-07-09T21:30:59.119Z,req_023249,Iran,stadium-service,/api/stadiums,stadium,Los Angeles Stadium,200,46,stadium_lookup
2026-07-09T21:30:59.119Z,req_023250,Iran,match-service,/api/matches,match_day,2026-06-22,200,44,match_lookup
2026-07-09T21:30:59.125Z,req_023260,Brazil,team-service,/api/teams,team,Germany,500,17,team_lookup
2026-07-09T21:30:59.128Z,req_023256,Japan,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,500,37,stadium_lookup
2026-07-09T21:30:59.130Z,req_023253,Canada,stadium-service,/api/stadiums,stadium,Kansas City Stadium,200,47,stadium_lookup
2026-07-09T21:30:59.136Z,req_023262,Brazil,team-service,/api/teams,team,Iran,200,21,team_lookup
2026-07-09T21:30:59.139Z,req_023257,USA,stadium-service,/api/stadiums,stadium,Atlanta Stadium,200,47,stadium_lookup
2026-07-09T21:30:59.140Z,req_023266,Argentina,team-service,/api/teams,team,Argentina,200,11,team_lookup
2026-07-09T21:30:59.141Z,req_023268,Germany,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,200,7,stadium_lookup
2026-07-09T21:30:59.144Z,req_023261,Iran,team-service,/api/teams,team,Argentina,200,31,team_lookup
2026-07-09T21:30:59.148Z,req_023259,USA,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,200,47,stadium_lookup
2026-07-09T21:30:59.154Z,req_023264,Mexico,stadium-service,/api/stadiums,stadium,Miami Stadium,200,31,stadium_lookup
2026-07-09T21:30:59.154Z,req_023265,Iran,match-service,/api/matches,match_day,2026-06-18,200,30,match_lookup
2026-07-09T21:30:59.160Z,req_023273,USA,stadium-service,/api/stadiums,stadium,Camp Nou,404,12,stadium_lookup
2026-07-09T21:30:59.161Z,req_023272,Iran,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,200,14,stadium_lookup
2026-07-09T21:30:59.162Z,req_023263,Iran,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,200,42,stadium_lookup
2026-07-09T21:30:59.163Z,req_023274,Spain,stadium-service,/api/stadiums,stadium,Monterrey Stadium,500,12,stadium_lookup
2026-07-09T21:30:59.177Z,req_023270,Germany,team-service,/api/teams,team,Germany,200,34,team_lookup
2026-07-09T21:30:59.177Z,req_023271,Iran,stadium-service,/api/stadiums,city,Toronto,200,32,stadium_lookup
2026-07-09T21:30:59.178Z,req_023267,Mexico,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,200,47,stadium_lookup
2026-07-09T21:30:59.180Z,req_023278,Germany,match-service,/api/matches,match_day,2026-06-25,200,15,match_lookup
2026-07-09T21:30:59.185Z,req_022829,Iran,stadium-service,/api/stadiums,city,Atlanta,200,1276,stadium_lookup
2026-07-09T21:30:59.185Z,req_023280,USA,stadium-service,/api/stadiums,stadium,Camp Nou,404,17,stadium_lookup
2026-07-09T21:30:59.187Z,req_023276,Argentina,team-service,/api/teams,team,England,200,27,team_lookup
2026-07-09T21:30:59.189Z,req_023277,France,team-service,/api/teams,team,France,200,26,team_lookup
2026-07-09T21:30:59.190Z,req_023269,Mexico,match-service,/api/matches,match_day,2026-07-06,200,49,match_lookup
2026-07-09T21:30:59.195Z,req_023281,Brazil,stadium-service,/api/stadiums,stadium,Miami Stadium,200,12,stadium_lookup
2026-07-09T21:30:59.201Z,req_023275,Iran,stadium-service,/api/stadiums,stadium,Toronto Stadium,200,43,stadium_lookup
2026-07-09T21:30:59.209Z,req_023287,Germany,team-service,/api/teams,team,Argentina,200,17,team_lookup
2026-07-09T21:30:59.209Z,req_023288,Canada,team-service,/api/teams,team,Canada,200,16,team_lookup
2026-07-09T21:30:59.210Z,req_023284,Mexico,team-service,/api/teams,team,Iran,200,24,team_lookup
2026-07-09T21:30:59.211Z,req_023279,Germany,match-service,/api/matches,match_day,2026-07-06,200,43,match_lookup
2026-07-09T21:30:59.213Z,req_023285,Germany,match-service,/api/matches,match_day,2026-06-12,200,25,match_lookup
2026-07-09T21:30:59.214Z,req_022786,Argentina,stadium-service,/api/stadiums,stadium,Seattle Stadium,200,1416,stadium_lookup
2026-07-09T21:30:59.216Z,req_023289,Germany,stadium-service,/api/stadiums,stadium,Camp Nou,404,21,stadium_lookup
2026-07-09T21:30:59.222Z,req_023292,Argentina,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,200,7,stadium_lookup
2026-07-09T21:30:59.225Z,req_023286,France,team-service,/api/teams,team,France,200,33,team_lookup
2026-07-09T21:30:59.230Z,req_023291,Brazil,stadium-service,/api/stadiums,city,Houston,200,26,stadium_lookup
2026-07-09T21:30:59.232Z,req_023282,Canada,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,200,46,stadium_lookup
2026-07-09T21:30:59.233Z,req_023283,Canada,match-service,/api/matches,match_day,2026-06-22,200,48,match_lookup
2026-07-09T21:30:59.238Z,req_022895,Germany,stadium-service,/api/stadiums,city,Toronto,200,1111,stadium_lookup
2026-07-09T21:30:59.238Z,req_023297,Iran,stadium-service,/api/stadiums,stadium,Wembley Stadium,404,16,stadium_lookup
2026-07-09T21:30:59.240Z,req_023300,Argentina,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,200,11,stadium_lookup
2026-07-09T21:30:59.242Z,req_023290,Spain,stadium-service,/api/stadiums,city,Houston,200,44,stadium_lookup
2026-07-09T21:30:59.243Z,req_023295,Iran,team-service,/api/teams,team,Argentina,200,25,team_lookup
2026-07-09T21:30:59.248Z,req_023298,Argentina,team-service,/api/teams,team,Colombia,200,23,team_lookup
2026-07-09T21:30:59.250Z,req_023306,Argentina,match-service,/api/matches,match_day,2026-06-29,200,6,match_lookup
2026-07-09T21:30:59.254Z,req_023293,France,team-service,/api/teams,team,France,200,38,team_lookup
2026-07-09T21:30:59.256Z,req_023302,USA,team-service,/api/teams,team,Croatia,200,20,team_lookup
2026-07-09T21:30:59.256Z,req_023303,Iran,stadium-service,/api/stadiums,stadium,,400,18,stadium_lookup
2026-07-09T21:30:59.263Z,req_023305,France,match-service,/api/matches,match_day,2026-06-14,200,20,match_lookup
2026-07-09T21:30:59.264Z,req_023309,France,match-service,/api/matches,match_day,2026-06-25,200,13,match_lookup
2026-07-09T21:30:59.264Z,req_023311,Brazil,match-service,/api/matches,match_day,2026-07-19,200,6,match_lookup
2026-07-09T21:30:59.266Z,req_023294,USA,stadium-service,/api/stadiums,stadium,Seattle Stadium,200,45,stadium_lookup
2026-07-09T21:30:59.267Z,req_023296,Mexico,match-service,/api/matches,match_day,2026-07-19,200,47,match_lookup
2026-07-09T21:30:59.267Z,req_023301,USA,match-service,/api/matches,match_day,2026-06-25,200,32,match_lookup
2026-07-09T21:30:59.269Z,req_023312,Brazil,team-service,/api/teams,team,Switzerland,200,9,team_lookup
2026-07-09T21:30:59.271Z,req_023299,Argentina,match-service,/api/matches,match_day,2026-06-25,200,44,match_lookup
2026-07-09T21:30:59.275Z,req_023316,Germany,team-service,/api/teams,team,Germany,200,4,team_lookup
2026-07-09T21:30:59.276Z,req_023308,France,match-service,/api/matches,match_day,2026-06-25,200,29,match_lookup
2026-07-09T21:30:59.277Z,req_023304,Japan,team-service,/api/teams,team,Uruguay,200,36,team_lookup
2026-07-09T21:30:59.284Z,req_023307,Germany,stadium-service,/api/stadiums,stadium,New York New Jersey Stadium,200,38,stadium_lookup
2026-07-09T21:30:59.284Z,req_023310,USA,team-service,/api/teams,team,USA,200,30,team_lookup
2026-07-09T21:30:59.289Z,req_023321,Germany,match-service,/api/matches,match_day,2026-06-14,200,11,match_lookup
2026-07-09T21:30:59.293Z,req_023314,Argentina,team-service,/api/teams,team,Netherlands,200,25,team_lookup
2026-07-09T21:30:59.294Z,req_023313,Brazil,stadium-service,/api/stadiums,stadium,Camp Nou,404,33,stadium_lookup
2026-07-09T21:30:59.294Z,req_023320,Spain,match-service,/api/matches,match_day,2026-06-22,200,17,match_lookup
2026-07-09T21:30:59.296Z,req_023324,Argentina,team-service,/api/teams,team,Argentina,200,12,team_lookup
2026-07-09T21:30:59.302Z,req_023323,Iran,match-service,/api/matches,match_day,2026-07-04,200,21,match_lookup
